21.056,22.571,19.472,20.132,17.986,22.245,16.923,14.887,19.934,19.031,19.903,16.383,20.19,22.202,18.493,15.44,17.119,18.611,17.025,21.743,23.627,20.496,14.37,22.268,19.415,19.627,16.828,17.924,17.053,22.217,21.594,21.054,11.832,19.591,24.132,17.304,23.61,17.449,11.218,15.396
21.945,20.393,22.246,18.791,20.834,18.405,18.428,14.106,9.1989,18.44,19.94,13.986,14.072,19.912,17.355,16.333,17.394,16.904,16.616,14.981,16.996,14.598,17.818,14.182,20.397,21.957,18.012,20.783,20.3,20.756,17.653,20.724,17.738,19.361,21.655,16.954,20.55,15.286,20.17,16.635
22.75,12.79,14.712,23.382,26.199,14.378,16.054,26.106,23.582,26.358,22.517,18.666,17.121,21.617,22.345,18.97,19.4,17.612,23.985,16.948,13.334,24.213,12.008,28.615,18.769,12.919,18.721,11.914,24.871,18.388,25.954,18.462,18.11,17.511,25.049,25.776,18.414,19.662,25.785,15.512
17.313,21.904,21.133,19.317,17.835,20.331,22.945,22.602,22.808,23.089,17.291,16.106,20.813,21.119,17.61,19.007,16.259,20.056,19.071,21.098,18.043,18.296,18.671,20.138,18.08,21.105,21.716,20.713,21.821,19.134,19.859,19.207,20.539,20.998,17.357,20.138,17.332,19.36,25.545,19.328
13.364,14.78,12.556,17.29,12.262,13.615,9.8944,16.144,10.677,10.431,13.948,14.274,14.834,15.67,16.123,12.951,16.099,16.985,14.891,16.371,11.154,13.794,14.4,12.552,12.796,16.037,14.999,15.671,14.44,15.357,9.8622,11.489,12.362,16.99,12.66,13.908,10.181,14.557,16.096,13.537
8.5401,11.613,7.5923,9.5492,12.832,13.322,10.922,9.5682,9.6143,10.79,10.327,7.4852,9.6746,8.0446,8.72,8.0498,11.108,10.741,10.099,9.5431,11.502,8.3459,7.9439,10.307,11.125,8.0488,7.0038,7.8088,10.075,9.1406,11.419,11.077,6.7701,10.481,10.947,8.7456,11.46,10.566,10.761,6.5424
24.276,29.147,35.941,27.997,33.281,32.054,36.401,36.835,32.076,31.338,23.691,34.323,36.025,37.237,37.434,26.07,37.94,38.272,31.178,34.482,39.669,27.958,27.442,36.949,35.771,33.783,38.736,27.724,32.102,36.838,31.445,36.684,24.132,34.624,37.34,36.056,33.123,34.646,37.594,35.493
23.301,26.647,30.518,32.149,27.903,31.224,28.733,33.352,24.382,36.252,36.546,35.574,34.834,35.4,28.6,22.275,34.956,26.55,29.499,22.328,35.964,33.26,32.724,34.547,28.065,36.742,29.831,35.219,32.332,25.329,32.936,34.692,39.279,33.004,32.285,35.551,32.913,33.536,32.123,28.743
48.541,27.394,38.994,45.251,41.302,31.224,34.215,38.216,41.757,44.417,44.489,40.091,42.621,42.641,38.665,43.94,43.567,36.506,45.448,31.694,42.216,40.263,37.439,32.909,46.304,32.888,37.869,44.798,42.015,44.247,45.11,35.388,23.737,39.578,42.585,45.185,43.011,45.83,47.37,33.382
20.101,19.799,16.401,14.093,18.417,17.544,18.863,18.327,15.405,13.94,18.408,14.721,9.8314,13.17,14.822,16.444,19.339,14.834,14.03,15.209,15.642,16.561,18.494,12.537,14.677,14.949,10.619,13.139,18.229,17.414,13.665,18.159,16.171,16.233,20.121,9.6649,17.492,16.789,16.386,12.738
14.682,17.196,20.162,17.873,16.427,18.553,15.587,18.354,13.579,13.133,11.81,16.072,15.49,15.831,22.309,17.387,13.681,18.825,16.24,13.76,14.779,12.896,11.764,18.047,16.657,19.69,16.598,18.278,18.327,15.466,19.021,16.645,18.857,12.741,14.187,18.291,19.922,19.517,18.719,13.645
26.246,31.4,22.81,18.986,28.53,29.704,31.819,31.738,28.754,20.673,29.049,30.274,18.294,29.917,31.913,29.654,23.535,26.668,22.805,26.936,26.96,21.661,27.635,23.901,23.369,22.93,32.398,29.327,28.571,26.029,29.076,23.329,27.835,25.847,26.178,31.167,27.322,30.771,30.972,26.62
20.94,18.005,24.434,15.303,22.853,26.159,17.06,27.986,23.606,29.688,21.388,24.425,26.521,18.368,26.466,24.648,21.182,19.696,29.79,11.297,27.992,27.93,27.382,21.177,20.637,26.572,24.453,22.747,23.743,17.904,20.799,26.036,29.619,26.569,20.843,28.509,17.854,24.763,28.204,22.1
21.364,16.123,12.778,19.916,23.107,18.502,21.084,20.05,18.232,23.374,18.631,25.801,11.944,22.603,23.339,21.022,11.817,23.926,20.188,21.779,13.705,19.773,22.213,20.358,16.368,26.201,18.086,21.749,25.666,19.646,21.979,19.815,17.676,14.569,26.083,17.698,19.785,23.88,19.039,20.991
10.793,17.198,17.233,15.775,16.622,19.14,18.3,17.734,18.946,12.338,14.951,13.785,17.79,13.887,13.634,14.138,19.896,17.588,18.117,19.046,15.94,7.9772,15.652,16.979,13.696,18.369,13.114,13.724,14.912,19.752,17.718,19.02,18.23,15.058,16.361,19.51,14.94,14.383,18.545,17.3
44.95,52.359,51.86,49.431,47.761,52.848,52.379,49.45,48.641,48.895,43.813,50.345,51.372,51.371,52.626,46.861,49.083,50.801,46.915,51.44,40.669,48.23,47.861,42.676,48.354,47.611,43.873,49.417,49.609,48.725,54.011,51.92,43.134,47.284,53.324,42.079,51.329,46.215,44.766,46.001
43.595,53.873,35.999,47.554,46.826,52.083,47.197,51.818,56.132,49.674,55.3,49.98,54.519,55.682,47.819,46.085,38.91,43.475,49.436,52.923,50.074,43.924,56.688,55.449,47.855,38.346,49.691,48.883,46.741,43.863,44.204,41.569,47.583,48.508,45.738,37.621,55.096,55.181,52.689,48.384
59.786,59.68,64.921,58.411,55.866,63.339,64.453,63.47,61.983,58.639,59.265,61.372,60.8,50.139,65.745,61.881,57.998,61.2,40.649,63.567,44.814,63.111,58.287,61.573,65.821,48.541,49.549,57.457,63.985,58.67,58.309,64.834,54.198,63.803,53.041,58.75,57.392,61.967,52.641,51.947
43.806,37.694,51.502,34.731,49.492,31.243,47.728,37.519,49.714,44.528,38.441,50.469,48.706,40.837,49.162,33.72,45.797,47.798,45.154,44.883,32.82,41.033,41.162,37.563,48.058,47.648,46.606,46.456,51.431,47.541,44.268,42.643,31.445,39.711,42.125,35.445,46.477,45.819,47.283,43.951
27.16,28.11,30.741,35.789,34.205,38.38,26.236,30.265,26.854,34.231,32.859,31.555,35.083,30.021,37.257,28.497,33.159,33.465,32.771,25.398,33.233,37.034,23.677,36.423,36.836,35.2,36.464,36.79,31.52,23.854,36.362,32.832,24.492,32.745,31.132,35.627,30.614,38.178,35.503,30.756
29.793,35.897,29,28.308,34.072,30.612,29.945,28.611,26.052,33.476,27.955,25.647,36.455,28.587,31.903,33.236,35.085,35.519,31.607,35.578,34.93,36.407,28.6,33.214,22.998,36.028,31.121,22.126,33.486,33.685,36.339,30.743,33.754,32.344,33.389,35.473,35.891,38.125,34.826,34.714
24.455,23.915,24.224,24.535,25.347,18.942,25.173,27.482,24.044,21.491,19.888,26.725,21.334,25.959,22.526,22.031,19.498,27.04,23.843,21.615,26.627,22.177,23.153,21.793,20.737,21.203,20.093,21.84,24.709,19.609,21.978,21.04,25.092,27.192,23.484,24.521,24.618,26.113,24.107,23.163
23.258,17.532,19.358,21.557,22.367,20.88,24.808,19.415,21.33,19.339,22.633,21.011,22.66,21.612,22.888,23.943,20.675,23.48,23.17,20.889,11.754,22.002,20.136,16.848,22.204,23.454,18.625,24.048,22.355,19.11,22.86,23.332,21.422,21.445,16.809,17.132,22.351,21.698,24.185,21.25
21.328,17.782,22.774,20.966,22.606,19.844,16.663,21.09,19.059,22.392,21.255,21.92,20.324,20.733,21.532,21.998,20.58,22.622,20.786,22.134,16.259,23.036,21.928,18.41,21.386,19.802,17.721,20.583,18.431,21.509,19.84,20.335,17.937,21.316,19.164,18.711,17.607,13.719,20.501,17.303
5.3466,6.3149,7.5859,8.9284,7.0744,5.8413,5.2064,5.8849,6.9277,8.4857,7.182,6.0679,4.7687,4.8508,7.6331,6.6225,6.7727,6.3863,6.2198,6.3971,5.5215,5.5304,6.044,7.2404,4.0506,6.1575,6.741,7.9298,5.7353,6.0732,7.7512,7.5143,5.6862,7.2142,6.0207,6.8574,8.4418,7.6175,6.1319,5.5971
6.3904,6.2009,7.3598,3.4971,6.6332,7.2336,5.8999,5.2363,5.5586,7.5059,7.5772,5.7934,6.6154,5.3046,8.1313,6.6952,5.9277,7.3493,6.7991,4.5778,6.4836,6.1231,7.1754,6.2088,4.4583,4.9857,6.7049,7.0502,5.781,5.2172,5.352,5.5114,6.9686,5.4203,6.8029,5.895,5.1574,7.7341,6.0092,5.5576
4.0427,4.6739,3.772,3.2132,4.1609,3.1667,4.3631,3.8166,4.1752,4.0812,3.4302,4.5584,5.2922,3.6801,3.916,3.4478,3.9598,4.8491,3.4644,4.0206,5.4003,3.2433,2.8959,3.2085,3.4887,4.5372,3.6887,3.2175,5.0961,3.8355,3.9026,3.1026,2.318,3.6778,3.9677,3.9313,4.1734,4.075,4.8183,4.6204
26.284,27.283,27.81,20.403,21.35,20.785,26.199,18.788,25.876,24.084,25.556,20.04,28.689,27.389,18.46,29.339,27.604,23.378,22.152,23.373,29.034,28.391,24.892,24.075,24.73,24.788,23.196,28.511,28.94,14.949,26.857,28.601,19.833,26.307,25.627,27.037,28.73,29.041,24.68,25.927
27.833,21.71,21.43,25.08,22.422,26.757,27.348,25.206,18.214,27.943,19.027,30.216,22.56,22.465,16.037,31.342,27.169,28.046,26.358,18.604,29.431,19.079,24.133,28.214,18.037,29.853,24.925,18.547,25.61,26.025,28.858,21.213,27.56,28.029,30.465,19.272,25.251,23.228,22.877,24.617
27.59,26.784,19.318,26.67,17.77,24.047,17.627,20.775,20.731,20.981,17.395,24.936,25.679,26.698,17.916,25.561,26.095,22.546,21.967,23.651,25.243,23.538,18.06,25.072,16.987,24.533,20.319,20.914,25.936,18.709,16.652,26.069,27.42,22.172,25.793,22.13,21.593,21.675,28.11,25.045
3.2493,1.7157,3.8474,5.104,3.7744,3.9575,3.8169,1.9984,5.6627,4.2998,3.3968,3.6792,5.0956,3.9207,3.5015,5.3578,4.5261,4.2982,5.9457,3.5229,3.9817,4.8263,2.3439,2.6696,3.9884,4.6045,4.433,3.5679,3.8567,2.5708,3.7718,4.9199,3.3324,3.0517,4.0636,3.4734,4.6062,3.585,2.6565,4.8659
4.5889,5.3271,5.8264,6.7136,4.8527,3.6091,5.0115,5.3692,5.9653,5.1987,3.6144,4.0932,5.7829,6.5122,4.5667,6.7447,4.9355,4.7005,4.4801,5.9615,3.4553,4.7984,6.6264,3.8433,4.8138,5.7494,5.2489,4.8528,5.323,5.7635,5.8794,5.7753,4.3899,6.4473,5.8096,6.4863,5.3214,5.1574,7.1697,5.943
5.6968,6.9278,3.1629,5.4254,4.9918,3.4521,6.9183,6.9983,4.5036,6.6901,6.8129,7.8135,5.8001,3.7573,6.2091,5.3953,5.5825,6.8139,5.2162,5.0708,5.8521,6.0845,6.0591,5.6574,5.161,4.9689,5.3564,4.6131,6.1289,6.8514,4.9077,6.9283,6.2517,3.3682,6.0574,6.5555,7.807,7.628,5.2392,3.2814
16.697,12.12,18.065,20.578,17.679,20.998,21.876,19.203,13.402,21.995,20.617,16.965,19.023,20.049,16.119,20.595,20.94,15.413,17.807,17.894,13.517,17.488,9.9544,13.346,20.922,20.024,17.372,14.838,17.429,17.127,11.472,19.086,10.765,18.625,19.879,17.666,19.268,17.962,16.338,19.871
16.459,9.256,17.067,11.564,8.6647,11.543,11.436,14.139,16.938,13.2,14.569,15.373,10.252,14.377,17.611,16.7,13.103,16.719,13.641,17.527,9.3991,16.46,13.194,13.176,16.857,16.5,14.416,13.181,17.184,11.954,15.809,15.591,15.566,13.698,13.428,11.3,13.08,15.926,14.657,14.106
18.383,10.64,14.553,13.037,15.501,12.427,19.542,19.813,15.126,13.085,20.412,13.275,16.638,16.191,17.782,20.884,14.291,22.417,13.139,12.866,17.333,21.368,14.555,11.532,15.227,19.91,18.736,16.843,18.218,17.711,16.146,18.478,17.256,19.865,19.083,16.222,13.793,20.549,17.979,17.7
24.32,23.196,15.752,32.52,18.459,25.299,22.173,23.241,20.841,25.367,30.83,33.694,26.736,17.138,27.456,25.354,23.522,29.35,20.677,22.931,30.179,33.255,25.019,23.188,16.969,27.942,22.866,26.014,28.291,32.745,16.385,34.54,33.028,23.693,22.517,30.613,15.561,15.88,27.687,26.213
13.93,25.376,15.774,12.748,21.203,14.339,14.036,19.277,20.471,21.351,11.116,15.074,15.47,20.583,20.938,18.775,16.234,13.593,25.621,20.885,18.308,16.31,21.577,14.061,21.079,18.936,17.166,16.85,19.951,12.723,14.106,22.859,21.565,21.247,19.107,17.87,21.64,21.42,15.176,16.776
20.256,19.587,20.45,12.343,14.719,19.59,21.659,17.001,16.286,12.15,18.86,16.716,23.248,20.501,20.705,18.412,22.505,22.567,19.37,20.357,20.114,18.599,15.766,20.898,16.594,18.803,15.969,20.398,20.9,20.646,18.099,12.716,14.432,14.548,17.417,20.837,16.431,20.515,19.645,17.134
